iter	Precision	Logloss
895	0.914893617	0.3464392412
896	0.914893617	0.3462329288
897	0.914893617	0.3460318538
898	0.914893617	0.3458708184
899	0.914893617	0.345664472
900	0.914893617	0.3455082154
901	0.914893617	0.3453494774
902	0.914893617	0.3451774215
903	0.914893617	0.345043577
904	0.914893617	0.3448800651
905	0.914893617	0.3447261572
906	0.914893617	0.3446259201
907	0.914893617	0.3444160604
908	0.914893617	0.3442778759
909	0.914893617	0.3441619553
910	0.914893617	0.3439968607
911	0.914893617	0.3438303761
912	0.914893617	0.3436646595
913	0.914893617	0.3435076212
914	0.914893617	0.3433225988
915	0.914893617	0.3432014181
916	0.914893617	0.3430625478
917	0.914893617	0.3428781246
918	0.914893617	0.3427102852
919	0.914893617	0.3425067083
920	0.914893617	0.342366855
921	0.914893617	0.3422096036
922	0.914893617	0.3421349435
923	0.914893617	0.3420067383
924	0.914893617	0.3418246555
925	0.914893617	0.3416693268
926	0.914893617	0.3414931555
927	0.914893617	0.3413776833
928	0.914893617	0.3412347298
929	0.914893617	0.3410297129
930	0.914893617	0.3408506743
931	0.914893617	0.340696963
932	0.914893617	0.3405409546
933	0.914893617	0.3403758092
934	0.914893617	0.3402070636
935	0.914893617	0.3400438811
936	0.914893617	0.3398668927
937	0.914893617	0.3396981204
938	0.914893617	0.3395779065
939	0.914893617	0.3394318252
940	0.914893617	0.3393056121
941	0.914893617	0.3391715626
942	0.914893617	0.3390618944
943	0.914893617	0.3389088366
944	0.914893617	0.3387296972
945	0.914893617	0.3385697693
946	0.914893617	0.3384147821
947	0.914893617	0.3382363632
948	0.914893617	0.3380388215
949	0.914893617	0.337924666
950	0.914893617	0.3377999767
951	0.914893617	0.3376458557
952	0.914893617	0.3375027176
953	0.914893617	0.3373238502
954	0.914893617	0.3371736876
955	0.914893617	0.3370050381
956	0.914893617	0.3368599815
957	0.914893617	0.3367222322
958	0.914893617	0.3365539793
959	0.914893617	0.3363928002
960	0.914893617	0.3362430939
961	0.914893617	0.3360914335
962	0.914893617	0.3359498706
963	0.914893617	0.3357939097
964	0.914893617	0.3356269978
965	0.914893617	0.3355026237
966	0.914893617	0.3353649263
967	0.914893617	0.3352117439
968	0.914893617	0.3350920825
969	0.914893617	0.3349782953
970	0.914893617	0.3347793673
971	0.914893617	0.3346281653
972	0.914893617	0.3344454819
973	0.914893617	0.3343138252
974	0.914893617	0.3341512674
975	0.914893617	0.3340190346
976	0.914893617	0.3339049689
977	0.914893617	0.3337371752
978	0.914893617	0.3335952005
979	0.914893617	0.3334395808
980	0.914893617	0.3333108015
981	0.914893617	0.3331245642
982	0.914893617	0.3329781802
983	0.914893617	0.3328469736
984	0.914893617	0.3326985816
985	0.914893617	0.3325329117
986	0.914893617	0.3323931025
987	0.914893617	0.3322223632
988	0.914893617	0.3320681665
989	0.914893617	0.3319339944
990	0.914893617	0.3317970432
991	0.914893617	0.3316379212
992	0.914893617	0.3314823277
993	0.914893617	0.3312999297
994	0.914893617	0.3311651314
995	0.914893617	0.3309961834
996	0.914893617	0.3308639785
997	0.914893617	0.3307213134
998	0.914893617	0.3305678844
999	0.914893617	0.3304312803
